id,tanggal,lokasi_dominan
66,05/06/19,Kota Bandar Lampung
67,05/06/19,Kota Banda Aceh
68,05/06/19,Kota Bandar Lampung
69,05/06/19,Kota Yogyakarta
70,05/06/19,Kota Surabaya
71,05/06/19,Kabupaten Bantul
72,05/06/19,Kota Semarang
73,05/06/19,Kabupaten Sleman
74,05/06/19,Kabupaten Bekasi
75,05/06/19,Kota Tangerang Selatan
76,05/06/19,Kota Tangerang Selatan
77,05/06/19,Kabupaten Bekasi
78,05/06/19,Jakarta Timur
79,05/06/19,Kota Yogyakarta
80,05/06/19,Kabupaten Lampung Selatan
81,05/06/19,Kota Yogyakarta
82,05/06/19,Kabupaten Wonogiri
83,05/06/19,Kabupaten Lampung Selatan
84,05/06/19,Kota Padang
85,05/06/19,Kabupaten Sleman
86,05/06/19,Jakarta Barat
87,05/06/19,Kota Medan
88,05/06/19,Kota Padang
89,05/06/19,Kota Bogor
90,05/06/19,Kota Semarang
91,05/06/19,Kabupaten Bantul
92,05/06/19,Kabupaten Wonogiri
93,05/06/19,Kota Padang
94,05/06/19,Kota Medan
95,05/06/19,Kota Bandung
96,05/06/19,Kota Yogyakarta
97,05/06/19,Kota Bandar Lampung
98,05/06/19,Kota Yogyakarta
99,05/06/19,Kabupaten Wonogiri
100,05/06/19,Kabupaten Sleman
1,06/06/19,Kota Padang
2,06/06/19,Kota Manado
3,06/06/19,Kota Padang
4,06/06/19,Kota Bandar Lampung
5,06/06/19,Kota Yogyakarta
6,06/06/19,Kabupaten Sleman
7,06/06/19,Kota Medan
8,06/06/19,Kota Semarang
9,06/06/19,Kota Padang
10,06/06/19,Kota Yogyakarta
11,06/06/19,Kabupaten Sleman
12,06/06/19,Kabupaten Bantul
13,06/06/19,Kabupaten Tasikmalaya
14,06/06/19,Kabupaten Lampung Selatan
15,06/06/19,Kota Bandung
16,06/06/19,Kota Bekasi
17,06/06/19,Kota Medan
18,06/06/19,Kota Semarang
19,06/06/19,Kota Yogyakarta
20,06/06/19,Kabupaten Lampung Selatan
21,06/06/19,Kota Bandung
22,06/06/19,Kota Bandar Lampung
23,06/06/19,Kabupaten Wonogiri
24,06/06/19,Kabupaten Tasikmalaya
25,06/06/19,Kota Yogyakarta
26,06/06/19,Kabupaten Sleman
27,06/06/19,Kota Padang
28,06/06/19,Kabupaten Kebumen
29,06/06/19,Kabupaten Sleman
30,06/06/19,Kota Yogyakarta
31,06/06/19,Kota Manado
32,06/06/19,Kota Bandung
33,06/06/19,Kabupaten Sleman
34,06/06/19,Kota Bandar Lampung
35,06/06/19,Kabupaten Sleman
36,06/06/19,Kota Medan
37,06/06/19,Kabupaten Tasikmalaya
38,06/06/19,Kabupaten Sleman
39,06/06/19,Kota Semarang
40,06/06/19,Kota Medan
41,06/06/19,Kota Surabaya
42,06/06/19,Kota Surabaya
43,06/06/19,Kabupaten Lampung Selatan
44,06/06/19,Kabupaten Sleman
45,06/06/19,Kabupaten Bantul
46,06/06/19,Kabupaten Sleman
47,06/06/19,Kabupaten Lampung Selatan
48,06/06/19,Kabupaten Bantul
49,06/06/19,Kota Surabaya
50,06/06/19,Kota Banda Aceh
51,06/06/19,Kota Manado
52,06/06/19,Kabupaten Bantul
53,06/06/19,Kabupaten Tangerang
54,06/06/19,Kabupaten Lampung Selatan
55,06/06/19,Kota Bandung
56,06/06/19,Kabupaten Sleman
57,06/06/19,Kabupaten Sleman
58,06/06/19,Kota Medan
59,06/06/19,Kota Surabaya
60,06/06/19,Kota Padang
61,06/06/19,Kota Medan
62,06/06/19,Kabupaten Wonogiri
63,06/06/19,Kota Medan
64,06/06/19,Kota Surabaya
65,06/06/19,Kota Yogyakarta
66,06/06/19,Kota Bandar Lampung
67,06/06/19,Kota Banda Aceh
68,06/06/19,Kota Bandar Lampung
69,06/06/19,Kota Yogyakarta
70,06/06/19,Kota Surabaya
71,06/06/19,Kabupaten Bantul
72,06/06/19,Kota Semarang
73,06/06/19,Kabupaten Sleman
74,06/06/19,Kabupaten Bekasi
75,06/06/19,Kota Tangerang Selatan
76,06/06/19,Kota Tangerang Selatan
77,06/06/19,Kabupaten Bekasi
78,06/06/19,Jakarta Timur
79,06/06/19,Kota Yogyakarta
80,06/06/19,Kabupaten Lampung Selatan
81,06/06/19,Kota Yogyakarta
82,06/06/19,Kabupaten Wonogiri
83,06/06/19,Kabupaten Lampung Selatan
84,06/06/19,Kota Padang
85,06/06/19,Kabupaten Sleman
86,06/06/19,Jakarta Barat
87,06/06/19,Kota Medan
88,06/06/19,Kota Padang
89,06/06/19,Kota Bogor
90,06/06/19,Kota Semarang
91,06/06/19,Kabupaten Bantul
92,06/06/19,Kabupaten Wonogiri
93,06/06/19,Kota Padang
94,06/06/19,Kota Medan
95,06/06/19,Kota Bandung
96,06/06/19,Kota Yogyakarta
97,06/06/19,Kota Bandar Lampung
98,06/06/19,Kota Yogyakarta
99,06/06/19,Kabupaten Wonogiri
100,06/06/19,Kabupaten Sleman
1,07/06/19,Kota Padang
2,07/06/19,Kota Manado
3,07/06/19,Kota Padang
4,07/06/19,Kota Bandar Lampung
5,07/06/19,Kota Yogyakarta
6,07/06/19,Kabupaten Sleman
7,07/06/19,Kota Medan
8,07/06/19,Kota Semarang
9,07/06/19,Kota Padang
10,07/06/19,Kota Yogyakarta
11,07/06/19,Kabupaten Sleman
12,07/06/19,Kabupaten Bantul
13,07/06/19,Kabupaten Tasikmalaya
14,07/06/19,Kabupaten Lampung Selatan
15,07/06/19,Kota Bandung
16,07/06/19,Kota Bekasi
17,07/06/19,Kota Medan
18,07/06/19,Kota Semarang
19,07/06/19,Kota Yogyakarta
20,07/06/19,Kabupaten Lampung Selatan
21,07/06/19,Kota Bandung
22,07/06/19,Kota Bandar Lampung
23,07/06/19,Kabupaten Wonogiri
24,07/06/19,Kabupaten Tasikmalaya
25,07/06/19,Kota Yogyakarta
26,07/06/19,Kabupaten Sleman
27,07/06/19,Kota Padang
28,07/06/19,Kabupaten Kebumen
29,07/06/19,Kabupaten Sleman
30,07/06/19,Kota Yogyakarta
31,07/06/19,Kota Manado
32,07/06/19,Kota Bandung
33,07/06/19,Kabupaten Sleman
34,07/06/19,Kota Bandar Lampung
35,07/06/19,Kabupaten Sleman
36,07/06/19,Kota Medan
37,07/06/19,Kabupaten Tasikmalaya
38,07/06/19,Kabupaten Sleman
39,07/06/19,Kota Semarang
40,07/06/19,Kota Medan
41,07/06/19,Kota Surabaya
42,07/06/19,Kota Surabaya
43,07/06/19,Kabupaten Lampung Selatan
44,07/06/19,Kabupaten Sleman
45,07/06/19,Kabupaten Bantul
46,07/06/19,Kabupaten Sleman
47,07/06/19,Kabupaten Lampung Selatan
48,07/06/19,Kabupaten Bantul
49,07/06/19,Kota Surabaya
50,07/06/19,Kota Banda Aceh
51,07/06/19,Kota Manado
52,07/06/19,Kabupaten Bantul
53,07/06/19,Kabupaten Tangerang
54,07/06/19,Kabupaten Lampung Selatan
55,07/06/19,Kota Bandung
56,07/06/19,Kabupaten Sleman
57,07/06/19,Kabupaten Sleman
58,07/06/19,Kota Medan
59,07/06/19,Kota Surabaya
60,07/06/19,Kota Padang
61,07/06/19,Kota Medan
62,07/06/19,Kabupaten Wonogiri
63,07/06/19,Kota Medan
64,07/06/19,Kota Surabaya
65,07/06/19,Kota Yogyakarta
66,07/06/19,Kota Bandar Lampung
67,07/06/19,Kota Banda Aceh
68,07/06/19,Kota Bandar Lampung
69,07/06/19,Kota Yogyakarta
70,07/06/19,Kota Surabaya
71,07/06/19,Kabupaten Bantul
72,07/06/19,Kota Semarang
73,07/06/19,Kabupaten Sleman
74,07/06/19,Kabupaten Bekasi
75,07/06/19,Kota Tangerang Selatan
76,07/06/19,Kota Tangerang Selatan
77,07/06/19,Kabupaten Bekasi
78,07/06/19,Jakarta Timur
79,07/06/19,Kota Yogyakarta
80,07/06/19,Kabupaten Lampung Selatan
81,07/06/19,Kota Yogyakarta
82,07/06/19,Kabupaten Wonogiri
83,07/06/19,Kabupaten Lampung Selatan
84,07/06/19,Kota Padang
85,07/06/19,Kabupaten Sleman
86,07/06/19,Jakarta Barat
87,07/06/19,Kota Medan
88,07/06/19,Kota Padang
89,07/06/19,Kota Bogor
90,07/06/19,Kota Semarang
91,07/06/19,Kabupaten Bantul
92,07/06/19,Kabupaten Wonogiri
93,07/06/19,Kota Padang
94,07/06/19,Kota Medan
95,07/06/19,Kota Bandung
96,07/06/19,Kota Yogyakarta
97,07/06/19,Kota Bandar Lampung
98,07/06/19,Kota Yogyakarta
99,07/06/19,Kabupaten Wonogiri
100,07/06/19,Kabupaten Sleman
1,08/06/19,Kota Padang
2,08/06/19,Kota Manado
3,08/06/19,Kota Depok
4,08/06/19,Kota Bandar Lampung
5,08/06/19,Kota Yogyakarta
6,08/06/19,Kabupaten Sleman
7,08/06/19,Kota Medan
8,08/06/19,Kota Semarang
9,08/06/19,Kota Padang
10,08/06/19,Kota Yogyakarta
11,08/06/19,Kabupaten Sleman
12,08/06/19,Kabupaten Bantul
13,08/06/19,Kabupaten Tasikmalaya
14,08/06/19,Kabupaten Lampung Selatan
15,08/06/19,Kota Bandung
16,08/06/19,Kota Tangerang
17,08/06/19,Kota Medan
18,08/06/19,Kabupaten Kebumen
19,08/06/19,Kota Bandar Lampung
20,08/06/19,Kabupaten Lampung Selatan
21,08/06/19,Kota Bandung
22,08/06/19,Kota Bandar Lampung
23,08/06/19,Kabupaten Wonogiri
24,08/06/19,Kabupaten Tasikmalaya
25,08/06/19,Kota Yogyakarta
26,08/06/19,Kabupaten Sleman
27,08/06/19,Kota Padang
28,08/06/19,Jakarta Selatan
29,08/06/19,Kabupaten Sleman
30,08/06/19,Kota Yogyakarta
31,08/06/19,Kota Manado
32,08/06/19,Kota Bandung
33,08/06/19,Kabupaten Sleman
34,08/06/19,Kota Bandar Lampung
35,08/06/19,Kabupaten Sleman
36,08/06/19,Kota Medan
37,08/06/19,Kabupaten Tasikmalaya
38,08/06/19,Kota Depok
39,08/06/19,Kota Semarang
40,08/06/19,Kota Medan
41,08/06/19,Kota Surabaya
42,08/06/19,Kota Surabaya
43,08/06/19,Kabupaten Lampung Selatan
44,08/06/19,Kabupaten Sleman
45,08/06/19,Kabupaten Bantul
46,08/06/19,Jakarta Pusat
47,08/06/19,Kabupaten Lampung Selatan
48,08/06/19,Kabupaten Bantul
49,08/06/19,Kota Surabaya
50,08/06/19,Jakarta Selatan
51,08/06/19,Kota Manado
52,08/06/19,Kabupaten Bantul
53,08/06/19,Kabupaten Wonogiri
54,08/06/19,Kabupaten Lampung Selatan
55,08/06/19,Jakarta Utara
56,08/06/19,Kabupaten Sleman
57,08/06/19,Kabupaten Sleman
58,08/06/19,Kota Medan
59,08/06/19,Kota Surabaya
60,08/06/19,Kota Padang
61,08/06/19,Jakarta Barat
62,08/06/19,Kabupaten Wonogiri
63,08/06/19,Kota Medan
64,08/06/19,Kota Surabaya
65,08/06/19,Kota Yogyakarta
66,08/06/19,Kota Bandar Lampung
67,08/06/19,Jakarta Selatan
68,08/06/19,Kota Bandar Lampung
69,08/06/19,Kota Yogyakarta
70,08/06/19,Kota Surabaya
71,08/06/19,Kabupaten Bantul
72,08/06/19,Kota Semarang
73,08/06/19,Kabupaten Sleman
74,08/06/19,Kabupaten Bekasi
75,08/06/19,Kota Tangerang Selatan
76,08/06/19,Jakarta Timur
77,08/06/19,Kabupaten Bogor
78,08/06/19,Kota Depok
79,08/06/19,Kota Yogyakarta
80,08/06/19,Kabupaten Tangerang
81,08/06/19,Kota Yogyakarta
82,08/06/19,Kabupaten Wonogiri
83,08/06/19,Kabupaten Lampung Selatan
84,08/06/19,Kota Padang
85,08/06/19,Kabupaten Sleman
86,08/06/19,Kota Depok
87,08/06/19,Kota Medan
88,08/06/19,Kota Padang
89,08/06/19,Kota Bogor
90,08/06/19,Kota Semarang
91,08/06/19,Kabupaten Bantul
92,08/06/19,Kabupaten Wonogiri
93,08/06/19,Kota Padang
94,08/06/19,Kota Medan
95,08/06/19,Kota Bandung
96,08/06/19,Kota Yogyakarta
97,08/06/19,Kota Bandar Lampung
98,08/06/19,Kota Yogyakarta
99,08/06/19,Kabupaten Wonogiri
100,08/06/19,Kabupaten Sleman
1,09/06/19,Kota Padang
2,09/06/19,Kota Manado
3,09/06/19,Jakarta Timur
4,09/06/19,Kota Tangerang Selatan
5,09/06/19,Kota Bandung
6,09/06/19,Kabupaten Wonogiri
7,09/06/19,Jakarta Barat
8,09/06/19,Kabupaten Tangerang
9,09/06/19,Kota Padang
10,09/06/19,Kota Yogyakarta
11,09/06/19,Kota Bekasi
12,09/06/19,Kabupaten Bantul
13,09/06/19,Kabupaten Tasikmalaya
14,09/06/19,Kabupaten Tangerang
15,09/06/19,Jakarta Pusat
16,09/06/19,Kota Depok
17,09/06/19,Kota Medan
18,09/06/19,Kota Semarang
19,09/06/19,Kota Medan
20,09/06/19,Kabupaten Lampung Selatan
21,09/06/19,Kota Bandung
22,09/06/19,Kota Bandar Lampung
23,09/06/19,Kabupaten Wonogiri
24,09/06/19,Kabupaten Tasikmalaya
25,09/06/19,Kota Bogor
26,09/06/19,Kabupaten Sleman
27,09/06/19,Kota Bekasi
28,09/06/19,Jakarta Selatan
29,09/06/19,Jakarta Pusat
30,09/06/19,Kota Depok
31,09/06/19,Jakarta Timur
32,09/06/19,Kota Bandung
33,09/06/19,Kabupaten Sleman
34,09/06/19,Kota Bekasi
35,09/06/19,Kota Tangerang
36,09/06/19,Kota Medan
37,09/06/19,Kota Depok
38,09/06/19,Jakarta Selatan
39,09/06/19,Jakarta Pusat
40,09/06/19,Kota Medan
41,09/06/19,Kota Tangerang Selatan
42,09/06/19,Jakarta Pusat
43,09/06/19,Jakarta Timur
44,09/06/19,Kabupaten Tangerang
45,09/06/19,Kabupaten Tangerang
46,09/06/19,Kota Bekasi
47,09/06/19,Kota Bekasi
48,09/06/19,Kota Tangerang Selatan
49,09/06/19,Kota Tangerang
50,09/06/19,Kota Bekasi
51,09/06/19,Kota Manado
52,09/06/19,Kota Bogor
53,09/06/19,Kabupaten Wonogiri
54,09/06/19,Jakarta Timur
55,09/06/19,Jakarta Pusat
56,09/06/19,Kabupaten Bogor
57,09/06/19,Kabupaten Tangerang
58,09/06/19,Kota Bekasi
59,09/06/19,Kota Depok
60,09/06/19,Kota Padang
61,09/06/19,Jakarta Pusat
62,09/06/19,Jakarta Barat
63,09/06/19,Jakarta Barat
64,09/06/19,Jakarta Selatan
65,09/06/19,Kota Yogyakarta
66,09/06/19,Kota Tangerang Selatan
67,09/06/19,Jakarta Utara
68,09/06/19,Kota Tangerang
69,09/06/19,Kota Yogyakarta
70,09/06/19,Kabupaten Bogor
71,09/06/19,Jakarta Timur
72,09/06/19,Kabupaten Tangerang
73,09/06/19,Jakarta Selatan
74,09/06/19,Kabupaten Tangerang
75,09/06/19,Kota Tangerang Selatan
76,09/06/19,Jakarta Timur
77,09/06/19,Kota Tangerang Selatan
78,09/06/19,Jakarta Pusat
79,09/06/19,Kota Bekasi
80,09/06/19,Kota Bogor
81,09/06/19,Kota Yogyakarta
82,09/06/19,Jakarta Barat
83,09/06/19,Kota Depok
84,09/06/19,Jakarta Timur
85,09/06/19,Kabupaten Bekasi
86,09/06/19,Jakarta Barat
87,09/06/19,Kota Depok
88,09/06/19,Kota Padang
89,09/06/19,Jakarta Barat
90,09/06/19,Kota Depok
91,09/06/19,Kabupaten Bantul
92,09/06/19,Kabupaten Wonogiri
93,09/06/19,Kota Depok
94,09/06/19,Jakarta Barat
95,09/06/19,Jakarta Selatan
96,09/06/19,Kota Yogyakarta
97,09/06/19,Kota Bogor
98,09/06/19,Kota Yogyakarta
99,09/06/19,Kabupaten Wonogiri
100,09/06/19,Kabupaten Sleman
1,10/06/19,Kota Padang
2,10/06/19,Jakarta Timur
3,10/06/19,Kabupaten Bekasi
4,10/06/19,Kota Tangerang
5,10/06/19,Jakarta Barat
6,10/06/19,Kabupaten Wonogiri
7,10/06/19,Kota Depok
8,10/06/19,Kota Tangerang Selatan
9,10/06/19,Kota Padang
10,10/06/19,Kabupaten Bantul
11,10/06/19,Kota Bekasi
12,10/06/19,Kabupaten Sleman
13,10/06/19,Kabupaten Tasikmalaya
14,10/06/19,Jakarta Barat
15,10/06/19,Jakarta Selatan
16,10/06/19,Kota Bekasi
17,10/06/19,Kota Medan
18,10/06/19,Jakarta Barat
19,10/06/19,Kota Bandar Lampung
20,10/06/19,Kabupaten Bogor
21,10/06/19,Kota Bandung
22,10/06/19,Kota Bandar Lampung
23,10/06/19,Kabupaten Wonogiri
24,10/06/19,Kota Bogor
25,10/06/19,Kota Bogor
26,10/06/19,Kabupaten Sleman
27,10/06/19,Kota Bekasi
28,10/06/19,Kota Tangerang
29,10/06/19,Jakarta Pusat
30,10/06/19,Kota Depok
31,10/06/19,Jakarta Timur
32,10/06/19,Kota Bandung
33,10/06/19,Kota Bogor
34,10/06/19,Kota Bogor
35,10/06/19,Kota Tangerang Selatan
36,10/06/19,Jakarta Selatan
37,10/06/19,Kota Depok
38,10/06/19,Kabupaten Bekasi
39,10/06/19,Jakarta Pusat
40,10/06/19,Kabupaten Bogor
41,10/06/19,Kabupaten Bekasi
42,10/06/19,Jakarta Pusat
43,10/06/19,Kota Depok
44,10/06/19,Kabupaten Tangerang
45,10/06/19,Kota Tangerang
46,10/06/19,Kota Bekasi
47,10/06/19,Jakarta Utara
48,10/06/19,Kabupaten Bekasi
49,10/06/19,Kota Tangerang
50,10/06/19,Kota Bogor
51,10/06/19,Kota Manado
52,10/06/19,Kota Bogor
53,10/06/19,Jakarta Timur
54,10/06/19,Jakarta Timur
55,10/06/19,Kota Tangerang
56,10/06/19,Kota Tangerang
57,10/06/19,Kabupaten Bekasi
58,10/06/19,Kota Bekasi
59,10/06/19,Kota Tangerang Selatan
60,10/06/19,Jakarta Timur
61,10/06/19,Kota Tangerang
62,10/06/19,Jakarta Barat
63,10/06/19,Kota Tangerang
64,10/06/19,Jakarta Timur
65,10/06/19,Kota Yogyakarta
66,10/06/19,Kota Bogor
67,10/06/19,Jakarta Utara
68,10/06/19,Jakarta Timur
69,10/06/19,Kota Bekasi
70,10/06/19,Jakarta Barat
71,10/06/19,Jakarta Utara
72,10/06/19,Kota Depok
73,10/06/19,Jakarta Selatan
74,10/06/19,Kota Bogor
75,10/06/19,Kota Tangerang
76,10/06/19,Kota Tangerang Selatan
77,10/06/19,Kabupaten Bogor
78,10/06/19,Kota Depok
79,10/06/19,Kota Depok
80,10/06/19,Jakarta Selatan
81,10/06/19,Kabupaten Bekasi
82,10/06/19,Kota Bekasi
83,10/06/19,Kota Tangerang
84,10/06/19,Kota Bogor
85,10/06/19,Kabupaten Bogor
86,10/06/19,Kota Tangerang
87,10/06/19,Kota Depok
88,10/06/19,Kota Padang
89,10/06/19,Jakarta Barat
90,10/06/19,Kota Depok
91,10/06/19,Kabupaten Bantul
92,10/06/19,Kabupaten Wonogiri
93,10/06/19,Jakarta Timur
94,10/06/19,Kota Bogor
95,10/06/19,Jakarta Selatan
96,10/06/19,Kabupaten Bogor
97,10/06/19,Kota Depok
98,10/06/19,Kota Yogyakarta
99,10/06/19,Kota Depok
100,10/06/19,Jakarta Timur
1,11/06/19,Kota Bekasi
2,11/06/19,Kabupaten Bogor
3,11/06/19,Jakarta Timur
4,11/06/19,Kota Tangerang
5,11/06/19,Jakarta Barat
6,11/06/19,Kota Depok
7,11/06/19,Kota Tangerang
8,11/06/19,Kota Depok
9,11/06/19,Kota Bogor
10,11/06/19,Kota Yogyakarta
11,11/06/19,Kota Bekasi
12,11/06/19,Kota Depok
13,11/06/19,Jakarta Selatan
14,11/06/19,Jakarta Utara
15,11/06/19,Jakarta Utara
16,11/06/19,Kota Bekasi
17,11/06/19,Jakarta Pusat
18,11/06/19,Jakarta Barat
19,11/06/19,Kabupaten Tangerang
20,11/06/19,Kota Bekasi
21,11/06/19,Jakarta Pusat
22,11/06/19,Kota Tangerang
23,11/06/19,Kabupaten Bogor
24,11/06/19,Kota Bogor
25,11/06/19,Kota Bogor
26,11/06/19,Jakarta Utara
27,11/06/19,Kota Bekasi
28,11/06/19,Kota Tangerang
29,11/06/19,Jakarta Pusat
30,11/06/19,Kota Depok
31,11/06/19,Jakarta Timur
32,11/06/19,Kota Bekasi
33,11/06/19,Kota Bogor
34,11/06/19,Kabupaten Bekasi
35,11/06/19,Jakarta Selatan
36,11/06/19,Kota Bekasi
37,11/06/19,Kota Depok
38,11/06/19,Kabupaten Bekasi
39,11/06/19,Jakarta Pusat
40,11/06/19,Kabupaten Bogor
41,11/06/19,Jakarta Timur
42,11/06/19,Jakarta Pusat
43,11/06/19,Kota Depok
44,11/06/19,Kabupaten Tangerang
45,11/06/19,Jakarta Timur
46,11/06/19,Kota Bekasi
47,11/06/19,Jakarta Utara
48,11/06/19,Kabupaten Bekasi
49,11/06/19,Kota Medan
50,11/06/19,Kota Tangerang Selatan
51,11/06/19,Jakarta Pusat
52,11/06/19,Kota Bogor
53,11/06/19,Jakarta Timur
54,11/06/19,Kabupaten Tangerang
55,11/06/19,Kabupaten Tangerang
56,11/06/19,Kabupaten Bekasi
57,11/06/19,Kota Depok
58,11/06/19,Kota Bekasi
59,11/06/19,Jakarta Barat
60,11/06/19,Jakarta Pusat
61,11/06/19,Jakarta Pusat
62,11/06/19,Jakarta Barat
63,11/06/19,Kabupaten Bogor
64,11/06/19,Jakarta Timur
65,11/06/19,Kota Tangerang Selatan
66,11/06/19,Kota Bogor
67,11/06/19,Jakarta Timur
68,11/06/19,Kota Tangerang
69,11/06/19,Kota Bekasi
70,11/06/19,Jakarta Selatan
71,11/06/19,Jakarta Utara
72,11/06/19,Kota Bogor
73,11/06/19,Kabupaten Bogor
74,11/06/19,Kota Tangerang Selatan
75,11/06/19,Kota Tangerang Selatan
76,11/06/19,Kabupaten Bogor
77,11/06/19,Kabupaten Bogor
78,11/06/19,Kota Depok
79,11/06/19,Kota Bekasi
80,11/06/19,Jakarta Barat
81,11/06/19,Kabupaten Bekasi
82,11/06/19,Jakarta Utara
83,11/06/19,Kota Depok
84,11/06/19,Jakarta Timur
85,11/06/19,Jakarta Barat
86,11/06/19,Kota Depok
87,11/06/19,Kota Depok
88,11/06/19,Kota Tangerang
89,11/06/19,Jakarta Barat
90,11/06/19,Kota Depok
91,11/06/19,Jakarta Barat
92,11/06/19,Kota Depok
93,11/06/19,Jakarta Barat
94,11/06/19,Kota Bogor
95,11/06/19,Kota Tangerang Selatan
96,11/06/19,Kota Bogor
97,11/06/19,Jakarta Selatan
98,11/06/19,Jakarta Timur
99,11/06/19,Kabupaten Bekasi
100,11/06/19,Jakarta Timur
1,12/06/19,Kota Bekasi
2,12/06/19,Kabupaten Bogor
3,12/06/19,Kabupaten Bekasi
4,12/06/19,Kota Tangerang
5,12/06/19,Jakarta Barat
6,12/06/19,Kota Depok
7,12/06/19,Kota Tangerang
8,12/06/19,Kota Tangerang Selatan
9,12/06/19,Kota Bogor
10,12/06/19,Kabupaten Bantul
11,12/06/19,Kota Bekasi
12,12/06/19,Kabupaten Bogor
13,12/06/19,Jakarta Selatan
14,12/06/19,Jakarta Utara
15,12/06/19,Kota Tangerang
16,12/06/19,Kabupaten Bekasi
17,12/06/19,Kota Depok
18,12/06/19,Jakarta Barat
19,12/06/19,Kabupaten Tangerang
20,12/06/19,Kabupaten Wonogiri
21,12/06/19,Jakarta Pusat
22,12/06/19,Kota Tangerang
23,12/06/19,Kabupaten Bogor
24,12/06/19,Kota Bogor
25,12/06/19,Kota Bogor
26,12/06/19,Jakarta Utara
27,12/06/19,Kota Bekasi
28,12/06/19,Kota Tangerang
29,12/06/19,Jakarta Pusat
30,12/06/19,Kota Depok
31,12/06/19,Jakarta Timur
32,12/06/19,Kota Bekasi
33,12/06/19,Kota Bogor
34,12/06/19,Kabupaten Bekasi
35,12/06/19,Jakarta Selatan
36,12/06/19,Kota Bekasi
37,12/06/19,Kota Depok
38,12/06/19,Kabupaten Bekasi
39,12/06/19,Jakarta Pusat
40,12/06/19,Jakarta Selatan
41,12/06/19,Kota Tangerang Selatan
42,12/06/19,Jakarta Pusat
43,12/06/19,Jakarta Timur
44,12/06/19,Kabupaten Tangerang
45,12/06/19,Kabupaten Tangerang
46,12/06/19,Kota Bekasi
47,12/06/19,Kota Depok
48,12/06/19,Kota Tangerang Selatan
49,12/06/19,Kabupaten Bekasi
50,12/06/19,Jakarta Barat
51,12/06/19,Jakarta Pusat
52,12/06/19,Kota Tangerang Selatan
53,12/06/19,Jakarta Timur
54,12/06/19,Kota Bogor
55,12/06/19,Jakarta Pusat
56,12/06/19,Kabupaten Bogor
57,12/06/19,Jakarta Timur
58,12/06/19,Kota Bekasi
59,12/06/19,Kota Tangerang
60,12/06/19,Jakarta Pusat
61,12/06/19,Jakarta Pusat
62,12/06/19,Jakarta Barat
63,12/06/19,Jakarta Barat
64,12/06/19,Kabupaten Bekasi
65,12/06/19,Kota Tangerang Selatan
66,12/06/19,Jakarta Utara
67,12/06/19,Jakarta Utara
68,12/06/19,Jakarta Timur
69,12/06/19,Kota Bekasi
70,12/06/19,Kabupaten Bogor
71,12/06/19,Jakarta Pusat
72,12/06/19,Kabupaten Tangerang
73,12/06/19,Kabupaten Bogor
74,12/06/19,Kabupaten Bekasi
75,12/06/19,Kota Tangerang Selatan
76,12/06/19,Jakarta Timur
77,12/06/19,Jakarta Selatan
78,12/06/19,Jakarta Pusat
79,12/06/19,Kota Depok
80,12/06/19,Kota Bogor
81,12/06/19,Kabupaten Bekasi
82,12/06/19,Jakarta Utara
83,12/06/19,Kota Tangerang
84,12/06/19,Jakarta Timur
85,12/06/19,Kabupaten Bekasi
86,12/06/19,Jakarta Pusat
87,12/06/19,Kota Depok
88,12/06/19,Kota Tangerang
89,12/06/19,Jakarta Barat
90,12/06/19,Kota Depok
91,12/06/19,Jakarta Barat
92,12/06/19,Jakarta Barat
93,12/06/19,Jakarta Barat
94,12/06/19,Jakarta Selatan
95,12/06/19,Kota Tangerang Selatan
96,12/06/19,Kota Bogor
97,12/06/19,Kota Bogor
98,12/06/19,Jakarta Timur
99,12/06/19,Jakarta Timur
100,12/06/19,Jakarta Timur
1,13/06/19,Jakarta Pusat
2,13/06/19,Jakarta Selatan
3,13/06/19,Kota Bekasi
4,13/06/19,Jakarta Utara
5,13/06/19,Jakarta Barat
6,13/06/19,Kota Depok
7,13/06/19,Jakarta Pusat
8,13/06/19,Kota Tangerang
9,13/06/19,Kota Bogor
10,13/06/19,Kota Tangerang
11,13/06/19,Kota Bekasi
12,13/06/19,Kabupaten Bogor
13,13/06/19,Jakarta Selatan
14,13/06/19,Jakarta Utara
15,13/06/19,Kota Depok
16,13/06/19,Kota Bekasi
17,13/06/19,Kota Yogyakarta
18,13/06/19,Jakarta Barat
19,13/06/19,Kabupaten Tangerang
20,13/06/19,Kota Bogor
21,13/06/19,Jakarta Pusat
22,13/06/19,Kota Tangerang
23,13/06/19,Kabupaten Bogor
24,13/06/19,Kota Bogor
25,13/06/19,Kota Bogor
26,13/06/19,Jakarta Utara
27,13/06/19,Kota Bekasi
28,13/06/19,Kota Tangerang
29,13/06/19,Jakarta Pusat
30,13/06/19,Kota Depok
31,13/06/19,Jakarta Timur
32,13/06/19,Kota Bekasi
33,13/06/19,Kota Bogor
34,13/06/19,Kabupaten Bekasi
35,13/06/19,Jakarta Selatan
36,13/06/19,Kota Bekasi
37,13/06/19,Kota Depok
38,13/06/19,Kabupaten Bekasi
39,13/06/19,Jakarta Pusat
40,13/06/19,Kabupaten Bogor
41,13/06/19,Kabupaten Bekasi
42,13/06/19,Jakarta Pusat
43,13/06/19,Kabupaten Bekasi
44,13/06/19,Kabupaten Tangerang
45,13/06/19,Kota Tangerang
